Source Document,Target Document,Reference Type,Source Text,Target Section,Confidence,Act Name,Year,Section,Subsection,Rule Number,SRO Number,Circular Number,Context Before,Context After
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২য় ধারায়",section_২_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২,২০২৩,,,,"ব্যক্তি যাহার প্রতিবন্ধিত্বের হার কমপক্ষে ৫০% এবং","সংজ্ঞায়িত করদাতার আওতাভুক্ত। ২ করমুক্ত সীমা অর্থ"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (২)",section_৬_subsection_২,1.000,অর্থ আইন,২০২৪,৬,২,,,,"রায় সংজ্ঞায়িত করদাতার আওতাভুক্ত। ২ করমুক্ত সীমা","অনুযায়ী প্রতিবন্ধী ব্যক্তিদের করমুক্ত আয়ের সীমা"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারায়",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"িকেল বোর্ড কর্তৃক প্রদত্ত প্রতিবন্ধিত্বের সনদ এবং","বর্ণিত অন্যান্য প্রয়োজনীয় কাগজপত্র দাখিল করিতে"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারায়",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"্যপূর্ণ। ০৮/২০২৪ আপিল নিষ্পত্তি পদ্ধতি ২০২৪-০৭-১৫","বর্ণিত আপিল পদ্ধতি এবং উক্ত আইনের তৃতীয় তফসিলে ন"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারা",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"নিম্নলিখিত নির্দেশনা প্রদান করা হইল: ১ আপিল দাখিল","অনুযায়ী আপিল দাখিলের সময়সীমা ৬০ দিন এবং উক্ত আই"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"০৯/২০২৪ উৎসে কর কর্তন বিশেষ নির্দেশনা ২০২৪-০৭-২০","বর্ণিত উৎসে কর কর্তন এবং উৎসে কর কর্তন বিধিমালা,"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮ম ধারায়",section_৮_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮,২০২৩,,,,"বেন। ১২/২০২৪ করমুক্ত সীমা প্রয়োগ বিধি ২০২৪-০৭-০৮","বর্ণিত করমুক্ত আয়ের সীমা এবং অর্থ আইন, ২০২৪ এর ৬"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (২)",section_৬_subsection_২,1.000,অর্থ আইন,২০২৪,৬,২,,,,", ২০২৩ এর ৮ম ধারায় বর্ণিত করমুক্ত আয়ের সীমা এবং","অনুযায়ী নির্ধারিত বিশেষ সীমা প্রয়োগের ক্ষেত্রে"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারায়",section_৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৫,২০২৩,,,,"নুসরণ করিবেন: (১) বার্ষিক আয় নির্ধারণের ক্ষেত্রে","বর্ণিত পদ্ধতি অনুসরণ; (২) বিশেষ ক্ষেত্রে পরিপত্র"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ১৬৩তম ধারায়",section_১৬৩_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,১৬৩,২০২৩,,,,"়োগ। ১৫/২০২৪ সর্বনিম্ন কর প্রয়োগ নীতি ২০২৪-০৭-২৫","বর্ণিত সর্বনিম্ন কর এবং অর্থ আইন, ২০২৪ এর ৮ম ধারা"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৮ম ধারায়",section_৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৮,২০২৪,,,,"আইন, ২০২৩ এর ১৬৩তম ধারায় বর্ণিত সর্বনিম্ন কর এবং","নির্ধারিত নতুন হার প্রয়োগের ক্ষেত্রে নিম্নলিখিত"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারায়",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"া অনুসরণ। ১৬/২০২৪ আপিল সময়সীমা বৃদ্ধি ২০২৪-০৮-০১","বর্ণিত আপিল দাখিলের সময়সীমা এবং উক্ত আইনের তৃতীয"
03_nbr_circular_simulation.json,06_tds_rules_simulation.json,rules_reference," ২০২৩ এর ৮৫ম ধারায় বর্ণিত উৎসে কর কর্তনের ক্ষেত্রে উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় ও ৪র্থ নিয়ম",rule_৩_and_৪,1.000,,২০২৪,,,৩,,,"এর অধিক - ২৫%। ২ উৎসে কর কর্তন সমন্বয় আয়কর আইন,","অনুযায়ী কর্তিত কর চূড়ান্ত আয়কর নির্ধারণের সময়"
03_nbr_circular_simulation.json,06_tds_rules_simulation.json,rules_reference," ২০২৪ এর বিধান বাস্তবায়নের জন্য নিম্নলিখিত বিশেষ নির্দেশনা প্রদান করা হইল: ১ কর্তনের ক্ষেত্র উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় নিয়ম",rule_৩,0.800,,২০২৪,,,৩,,,"় বর্ণিত উৎসে কর কর্তন এবং উৎসে কর কর্তন বিধিমালা,","অনুযায়ী ঠিকাদারি কার্যক্রম এবং ৪র্থ নিয়ম অনুযায"
03_nbr_circular_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৩৫/২০২৪",sro_২৩৫_২০২৪,1.000,,,,,,২৩৫/২০২৪,,"কর্তনের ক্ষেত্রে এই পরিপত্রের বিধান প্রযোজ্য এবং","এ বর্ণিত বিশেষ ক্ষেত্রে অতিরিক্ত সুবিধা প্রদান কর"
03_nbr_circular_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৪১/২০২৪",sro_২৪১_২০২৪,1.000,,,,,,২৪১/২০২৪,,"ার ক্ষেত্রে কর কর্তন বাধ্যতামূলক। ২ বিশেষ ক্ষেত্র","এ বর্ণিত বিশেষ ক্ষেত্রে অতিরিক্ত শর্ত প্রযোজ্য এব"
03_nbr_circular_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৪০/২০২৪",sro_২৪০_২০২৪,1.000,,,,,,২৪০/২০২৪,,"ে বর্ণিত বিশেষ বিধান প্রযোজ্য; (৩) বিশেষ ক্ষেত্রে","এর নির্দেশনা অনুসরণ। ১৬/২০২৪ আপিল সময়সীমা বৃদ্ধি"
03_nbr_circular_simulation.json,03_nbr_circular_simulation.json,circular_reference,"পরিপত্র নং ১২/২০২৪",circular_১২_২০২৪,0.900,,,,,,,১২/২০২৪,"র ৮ম ধারায় নির্ধারিত নতুন হার প্রয়োগের ক্ষেত্রে","এর নির্দেশনা অনুসরণ করিতে হইবে। সকল কর কর্মকর্তা"
03_nbr_circular_simulation.json,03_nbr_circular_simulation.json,circular_reference,"পরিপত্র নং ০৫/২০২৪",circular_০৫_২০২৪,0.900,,,,,,,০৫/২০২৪,"ম ধারায় বর্ণিত পদ্ধতি অনুসরণ; (২) বিশেষ ক্ষেত্রে",", ০৬/২০২৪ ও ০৭/২০২৪ এর নির্দেশনা প্রয়োগ। ১৫/২০২৪"
03_nbr_circular_simulation.json,03_nbr_circular_simulation.json,circular_reference,"পরিপত্র নং ০৮/২০২৪",circular_০৮_২০২৪,0.900,,,,,,,০৮/২০২৪,"(২) চিকিৎসা জনিত কারণে সনদসহ অতিরিক্ত ৩০ দিন; (৩)","এর সাথে সামঞ্জস্য রাখিয়া প্রয়োগ। আয়কর আইন, ২০২"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"কর; (গ) এর অধিক আয়ের ক্ষেত্রে আয়কর আইন, ২০২৩ এর","বর্ণিত স্ল্যাব অনুযায়ী কর প্রযোজ্য। ২ মহিলা করদা"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"করা হইল: ১ কর স্ল্যাব প্রয়োগ আয়কর আইন, ২০২৩ এর","উল্লিখিত কর স্ল্যাব অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"আয়ের সীমা ৪.৫০ লক্ষ টাকা এবং আয়কর আইন, ২০২৩ এর","বর্ণিত অন্যান্য সুবিধাও প্রযোজ্য থাকিবে। ৩ প্রয়ো"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"এর ২৮৬তম ধারায় বর্ণিত আপিল পদ্ধতি এবং উক্ত আইনের","নির্ধারিত সময়সীমা ও ফি সংক্রান্ত নিম্নলিখিত নির্"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"যায়ী আপিল দাখিলের সময়সীমা ৬০ দিন এবং উক্ত আইনের","র ১ম অংশে নির্ধারিত ফি প্রদান করিতে হইবে। ২ আপিল ন"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"্রে অতিরিক্ত শর্ত প্রযোজ্য এবং আয়কর আইন, ২০২৩ এর","র ৩য় অংশে বর্ণিত হার অনুযায়ী কর কর্তন করিতে হইবে"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"দ্বিতীয় তফসিলে",schedule_2,0.600,,,,,,,,"ষেত্রে বার্ষিক আয়ের ০.৫%; (২) আয়কর আইন, ২০২৩ এর","র ২য় অংশে বর্ণিত বিশেষ বিধান প্রযোজ্য; (৩) বিশেষ"
03_nbr_circular_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"ারায় বর্ণিত আপিল দাখিলের সময়সীমা এবং উক্ত আইনের","র ১ম অংশে নির্ধারিত ৬০ দিনের সময়সীমা বিশেষ ক্ষেত্"
03_nbr_circular_simulation.json,ordinance_১৯৮৪_simulation.json,ordinance_reference," ২০২৩ এর ২৮৬তম ধারা অনুযায়ী আপিল দাখিলের সময়সীমা ৬০ দিন এবং উক্ত আইনের তৃতীয় তফসিলের ১ম অংশে নির্ধারিত ফি প্রদান করিতে হইবে। ২ আপিল নিষ্পত্তি আপিল নিষ্পত্তির ক্ষেত্রে আয়কর অধ্যাদেশ, ১৯৮৪ এর ২৮৫ ধারায়",section_২৮৫,1.000,,১৯৮৪,২৮৫,,,,,"নির্দেশনা প্রদান করা হইল: ১ আপিল দাখিল আয়কর আইন,","বর্ণিত পদ্ধতি অনুসরণ করিতে হইবে এবং আয়কর আইন, ২০"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারার উপ-ধারা (২)",section_৫_subsection_২,1.000,আয়কর আইন,২০২৩,৫,২,,,,"অবকাশ ও বিশেষ সুবিধা প্রদান ২০২৪-০৭-০৩ ২০২৪-০৭-০১","এবং অর্থ আইন, ২০২৪ এর ৬ম ধারা প্রদত্ত ক্ষমতাবলে জ"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারা",section_৬_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৬,২০২৪,,,,"০৭-০১ আয়কর আইন, ২০২৩ এর ৫ম ধারার উপ-ধারা (২) এবং","প্রদত্ত ক্ষমতাবলে জনস্বার্থে এবং বিনিয়োগ উৎসাহিত"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারায়",section_৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৫,২০২৩,,,,"বলে জনস্বার্থে এবং বিনিয়োগ উৎসাহিত করার লক্ষ্যে,","বর্ণিত মূল অধিকরণ এবং উক্ত আইনের প্রথম তফসিলে বর্"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (৩)",section_৬_subsection_৩,1.000,অর্থ আইন,২০২৪,৬,৩,,,,"নবায়নযোগ্য জ্বালানি প্রকল্পে বিনিয়োগের ক্ষেত্রে","অনুযায়ী ১০০% কর অবকাশ প্রথম ৫ বছরের জন্য প্রদান"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"% কর অবকাশ প্রথম ৫ বছরের জন্য প্রদান করা হইবে এবং","বর্ণিত উৎসে কর কর্তন হইতেও অব্যাহতি প্রদান করা হই"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারায়",section_৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৫,২০২৩,,,,"ান করা হইবে। ৩ রপ্তানি আয় রপ্তানি আয়ের ক্ষেত্রে","বর্ণিত সাধারণ কর ধার্যের পরিবর্তে ৫০% হ্রাসকৃত হা"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারায়",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"ষ বিধান অনুসরণ করিতে হইবে। এই সুবিধা গ্রহণের জন্য","বর্ণিত পদ্ধতি অনুসরণ করিয়া প্রয়োজনীয় আবেদন দাখ"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ২৫তম ধারায়",section_২৫_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,২৫,২০২৪,,,,"নং ০৬/২০২৪ এ বর্ণিত নির্দেশনা অনুসরণ করিতে হইবে।","বর্ণিত সাধারণ শর্তাবলী প্রযোজ্য থাকিবে। এই এসআরও"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারা",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"কর কর্তন বিশেষ ক্ষেত্রসমূহ ২০২৪-০৭-১২ ২০২৪-০৭-০১","এবং উৎসে কর কর্তন বিধিমালা, ২০২৪ প্রদত্ত ক্ষমতাবল"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"বং উৎসে কর কর্তন বিধিমালা, ২০২৪ প্রদত্ত ক্ষমতাবলে","বর্ণিত উৎসে কর কর্তন এবং উৎসে কর কর্তন বিধিমালা,"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৭ম ধারার উপ-ধারা (২)",section_৭_subsection_২,1.000,অর্থ আইন,২০২৪,৭,২,,,,"১২% এর পরিবর্তে ১৫% হারে কর কর্তন করিতে হইবে এবং","এ বর্ণিত বিশেষ শর্তাবলী প্রযোজ্য থাকিবে। ৩ অনাবাস"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারার উপ-ধারা (৩)",section_৮৫_subsection_৩,1.000,আয়কর আইন,২০২৩,৮৫,৩,,,,"াসী কর্তন অনাবাসী ব্যক্তি ও প্রতিষ্ঠানের ক্ষেত্রে","অনুযায়ী ৩০% হারে উৎসে কর কর্তন করিতে হইবে এবং উক"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ১৬৩তম ধারায়",section_১৬৩_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,১৬৩,২০২৩,,,,"/২০২৪ এ বর্ণিত বিশেষ ক্ষেত্রে ভিন্ন হার প্রযোজ্য।","বর্ণিত সর্বনিম্ন কর প্রয়োগের ক্ষেত্রে এই কর্তন স"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ১৬৩তম ধারা",section_১৬৩_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,১৬৩,২০২৩,,,,"সর্বনিম্ন কর বিশেষ ক্ষেত্র ২০২৪-০৭-২২ ২০২৪-০৭-০১","এবং অর্থ আইন, ২০২৪ এর ৮ম ধারা প্রদত্ত ক্ষমতাবলে আ"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৮ম ধারা",section_৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৮,২০২৪,,,,"৭-২২ ২০২৪-০৭-০১ আয়কর আইন, ২০২৩ এর ১৬৩তম ধারা এবং","প্রদত্ত ক্ষমতাবলে আয়কর আইন, ২০২৩ এর ১৬৩তম ধারায়"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ১৬৩তম ধারায়",section_১৬৩_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,১৬৩,২০২৩,,,,"া এবং অর্থ আইন, ২০২৪ এর ৮ম ধারা প্রদত্ত ক্ষমতাবলে","বর্ণিত সর্বনিম্ন কর এবং অর্থ আইন, ২০২৪ এর ৮ম ধারা"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৮ম ধারায়",section_৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৮,২০২৪,,,,"আইন, ২০২৩ এর ১৬৩তম ধারায় বর্ণিত সর্বনিম্ন কর এবং","নির্ধারিত নতুন হারের পাশাপাশি নিম্নলিখিত বিশেষ ক্"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৮ম ধারার উপ-ধারা (২)",section_৮_subsection_২,1.000,অর্থ আইন,২০২৪,৮,২,,,,"কৃষি ভিত্তিক শিল্প কৃষি ভিত্তিক শিল্পের ক্ষেত্রে","অনুযায়ী ০.৩% হারে সর্বনিম্ন কর প্রযোজ্য এবং আয়ক"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারায়",section_৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৫,২০২৩,,,,"(২) অনুযায়ী ০.৩% হারে সর্বনিম্ন কর প্রযোজ্য এবং","বর্ণিত সাধারণ কর ধার্যের সাথে তুলনা করিয়া যেইটি"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২৮৬তম ধারায়",section_২৮৬_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২৮৬,২০২৩,,,,"সুবিধাও প্রাপ্য হইবে। এই বিশেষ হার প্রয়োগের জন্য","বর্ণিত পদ্ধতি অনুসরণ করিয়া আবেদন করিতে হইবে। সংশ"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ১৮তম ধারা",section_১৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,১৮,২০২৪,,,,"ংশোধন ২০২৪-০৮-০১ ২০২৪-০৮-০১ কাস্টমস আইন, ১৯৬৯ এবং","প্রদত্ত ক্ষমতাবলে কাস্টমস আইন, ১৯৬৯ এর প্রথম তফসি"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ১৮তম ধারায়",section_১৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,১৮,২০২৪,,,,"্ত ক্ষমতাবলে কাস্টমস আইন, ১৯৬৯ এর প্রথম তফসিল এবং","বর্ণিত সংশোধনী অনুযায়ী আমদানি শুল্কের হার নিম্নর"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ১৮তম ধারার উপ-ধারা (১)",section_১৮_subsection_১,1.000,অর্থ আইন,২০২৪,১৮,১,,,,"িল্প কাঁচামাল আমদানিতে কাস্টমস শুল্কের হার ৫% এবং","এ বর্ণিত বিশেষ শর্তাবলী প্রযোজ্য। এই হার আয়কর আই"
04_sro_notification_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫তম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"ধারা (১) এ বর্ণিত বিশেষ শর্তাবলী প্রযোজ্য। এই হার","বর্ণিত উৎসে কর কর্তনের সাথে সামঞ্জস্যপূর্ণ। এসআরও"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ১৮তম ধারার উপ-ধারা (১)",section_১৮_subsection_১,1.000,অর্থ আইন,২০২৪,১৮,১,,,,"এসআরও নং ২৫০/২০২৪ এ বর্ণিত আমদানি শুল্কের হার এবং","এ উল্লিখিত বিস্তারিত বিধান অনুযায়ী নিম্নলিখিত তা"
04_sro_notification_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ১৮তম ধারায়",section_১৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,১৮,২০২৪,,,,"বিস্তারিত তালিকা ও ৫% শুল্ক হারের প্রয়োগক্ষেত্র","নির্দিষ্ট এবং আয়কর আইন, ২০২৩ এর সাথে সামঞ্জস্য র"
04_sro_notification_simulation.json,06_tds_rules_simulation.json,rules_reference," ২০২৩ এর ৫ম ধারায় বর্ণিত সাধারণ কর ধার্যের পরিবর্তে ৫০% হ্রাসকৃত হারে কর প্রযোজ্য হইবে এবং উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৪র্থ নিয়ম",rule_৪,1.000,,২০২৪,,,৪,,,"ে। ৩ রপ্তানি আয় রপ্তানি আয়ের ক্ষেত্রে আয়কর আইন,","ে বর্ণিত বিশেষ বিধান অনুসরণ করিতে হইবে। এই সুবিধা"
04_sro_notification_simulation.json,06_tds_rules_simulation.json,rules_reference," ২০২৩ এর ৮৫তম ধারায় বর্ণিত উৎসে কর কর্তন এবং উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় ও ৪র্থ নিয়ম",rule_৩_and_৪,1.000,,২০২৪,,,৩,,,"কর্তন বিধিমালা, ২০২৪ প্রদত্ত ক্ষমতাবলে আয়কর আইন,","ে উল্লিখিত সাধারণ বিধানের অতিরিক্ত হিসাবে নিম্নলিখ"
04_sro_notification_simulation.json,06_tds_rules_simulation.json,rules_reference,"ে উল্লিখিত সাধারণ বিধানের অতিরিক্ত হিসাবে নিম্নলিখিত বিশেষ ক্ষেত্রে অতিরিক্ত শর্ত ও হার নির্ধারণ করা হইল: ১ বৃহৎ ঠিকাদারি প্রকল্প ১ কোটি টাকার অধিক মূল্যের ঠিকাদারি প্রকল্পের ক্ষেত্রে উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় নিয়ম",rule_৩,0.800,,২০২৪,,,৩,,,"ং উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় ও ৪র্থ নিয়ম","ে বর্ণিত ৭% এর পরিবর্তে ১০% হারে কর কর্তন করিতে হই"
04_sro_notification_simulation.json,06_tds_rules_simulation.json,rules_reference," আইনি ও প্রযুক্তিগত পরামর্শ সেবার ক্ষেত্রে উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৪র্থ নিয়ম",rule_৪,0.800,,২০২৪,,,৪,,,"ী প্রযোজ্য হইবে। ২ পেশাদার সেবা বিশেষ হার চিকিৎসা,","ে বর্ণিত ১২% এর পরিবর্তে ১৫% হারে কর কর্তন করিতে হ"
04_sro_notification_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৩৫/২০২৪",sro_২৩৫_২০২৪,1.000,,,,,,২৩৫/২০২৪,,"ে বর্ণিত সর্বনিম্ন করের ৫০% হার প্রযোজ্য হইবে এবং","এ বর্ণিত রপ্তানি আয়ের অতিরিক্ত সুবিধাও প্রাপ্য হ"
04_sro_notification_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৪১/২০২৪",sro_২৪১_২০২৪,1.000,,,,,,২৪১/২০২৪,,"ারায় বর্ণিত উৎসে কর কর্তনের সাথে সামঞ্জস্যপূর্ণ।","এ বর্ণিত উৎসে কর কর্তনের বিশেষ হার এক্ষেত্রে প্রয"
04_sro_notification_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৫০/২০২৪",sro_২৫০_২০২৪,1.000,,,,,,২৫০/২০২৪,,"দানি শুল্ক বিস্তারিত তালিকা ২০২৪-০৮-০৫ ২০২৪-০৮-০১","এর ধারাবাহিকতায় এবং কাস্টমস আইন, ১৯৬৯ প্রদত্ত ক্"
04_sro_notification_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৫০/২০২৪",sro_২৫০_২০২৪,1.000,,,,,,২৫০/২০২৪,,"বাহিকতায় এবং কাস্টমস আইন, ১৯৬৯ প্রদত্ত ক্ষমতাবলে","এ বর্ণিত আমদানি শুল্কের হার এবং অর্থ আইন, ২০২৪ এর"
04_sro_notification_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৫০/২০২৪",sro_২৫০_২০২৪,1.000,,,,,,২৫০/২০২৪,,"ঞ্জস্য রক্ষা করিয়া প্রয়োগ করিতে হইবে। এই তালিকা","এর সাথে একসাথে পঠিতব্য এবং আয়কর আইন, ২০২৩ এর বিধ"
04_sro_notification_simulation.json,03_nbr_circular_simulation.json,circular_reference,"জাতীয় রাজস্ব বোর্ডের পরিপত্র নং ০৫/২০২৪",circular_০৫_২০২৪,0.900,,,,,,,০৫/২০২৪,"্ষেত্রে ৫০% অতিরিক্ত কর অবকাশ প্রদান করা হইবে এবং","এ বর্ণিত শর্তাবলী প্রযোজ্য থাকিবে। ২ নবায়নযোগ্য"
04_sro_notification_simulation.json,03_nbr_circular_simulation.json,circular_reference,"জাতীয় রাজস্ব বোর্ডের পরিপত্র নং ০৬/২০২৪",circular_০৬_২০২৪,0.900,,,,,,,০৬/২০২৪,"অনুসরণ করিয়া প্রয়োজনীয় আবেদন দাখিল করিতে হইবে।","এ বর্ণিত নির্দেশনা অনুসরণ করিতে হইবে। অর্থ আইন, ২"
